m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Сергій,Демченко,serhiy.demchenko19@student.org,1988,7,4,DPD-77,69.97,38(068)78-93-122
Ігор,Дорошенко,ihor.doroshenko17@student.org,1999,11,8,XYY-18,9.3,38(067)28-74-709
Дмитро,Литвин,dmytro.lytvyn14@student.org,1978,5,4,BKJ-35,45.2,38(097)56-60-785
Артем,Михайленко,artem.mykhaylenko9@student.org,2009,8,15,WXS-29,11.93,38(097)77-88-429
Павло,Костенко,pavlo.kostenko16@student.org,1965,4,22,BHH-22,98.57,38(099)75-21-456
Людмила,Іваненко,lyudmyla.ivanenko13@student.org,1978,3,14,FZY-89,74.82,38(050)18-31-267
Катерина,Омельченко,kateryna.omelchenko11@student.org,1974,5,14,AKO-66,20.24,38(067)93-92-601
Надія,Руденко,nadiya.rudenko10@student.org,1952,7,28,URG-87,59.81,38(073)80-64-399
Костянтин,Романенко,kostyantyn.romanenko11@student.org,2009,2,25,BOC-89,77.34,38(063)79-43-860
Григорій,Макаренко,hryhoriy.makarenko10@student.org,1996,2,22,UYV-51,25.47,38(063)98-25-628
Павло,Кравченко,pavlo.kravchenko17@student.org,1988,5,12,ZQM-99,39.43,38(067)72-62-218
Михайло,Козлов,mykhaylo.kozlov9@student.org,1963,6,26,GQP-58,48.92,38(096)59-40-257
Марія,Бойко,mariya.boyko16@student.org,1996,8,14,IUI-63,96.59,38(099)18-66-941
Алла,Коваль,alla.koval12@student.org,1952,4,17,KQD-27,40.03,38(050)37-69-126
Остап,Кузьменко,ostap.kuzmenko11@student.org,2009,6,29,GNX-97,9.27,38(050)31-45-961
Петро,Білоус,petro.bilous12@student.org,2010,8,30,LOX-39,96.83,38(097)90-51-502
Лариса,Романенко,larysa.romanenko12@student.org,1954,1,15,IBG-59,88.51,38(063)50-63-581
Євгенія,Мельник,yevheniya.melnyk14@student.org,1993,5,24,XTG-58,47.45,38(098)80-52-815
Андрій,Поліщук,andriy.polishchuk15@student.org,1972,2,21,XVD-79,13.58,38(095)52-93-161
Михайло,Зайцев,mykhaylo.zaytsev5@student.org,1971,1,27,GFN-99,20.99,38(066)10-58-208
Ігор,Гайдук,ihor.hayduk12@student.org,1976,7,1,IKU-70,81.68,38(066)17-52-275
Ярослав,Макаренко,yaroslav.makarenko10@student.org,2002,7,20,RMI-93,18.96,38(098)23-68-163
Віктор,Шевченко,viktor.shevchenko15@student.org,1984,9,15,ACV-59,64.78,38(095)89-39-948
Петро,Макаренко,petro.makarenko13@student.org,1988,4,9,NJT-11,20.13,38(099)85-61-339
Андрій,Ковальчук,andriy.kovalchuk14@student.org,1986,11,30,IAK-13,88.39,38(073)60-66-942
Григорій,Мельник,hryhoriy.melnyk16@student.org,1979,9,10,YQT-40,81.22,38(073)23-38-496
Ігор,Мельник,ihor.melnyk10@student.org,1975,1,6,SKG-95,71.96,38(063)63-83-972
Тарас,Шевченко,taras.shevchenko14@student.org,1994,9,2,ITH-31,22.88,38(098)62-69-979
Ігор,Новік,ihor.novik16@student.org,1955,9,23,CSG-45,47.07,38(066)63-74-719
Артем,Демченко,artem.demchenko12@student.org,1960,5,1,QQN-96,29.43,38(068)54-60-737
Лілія,Демченко,liliya.demchenko9@student.org,1951,4,12,TCE-54,45.7,38(095)73-39-790
Лілія,Рибак,liliya.rybak7@student.org,1964,4,6,FVV-26,37.31,38(067)87-49-592
Анна,Марченко,anna.marchenko9@student.org,1958,10,19,TFG-96,5.61,38(096)36-89-585
Дмитро,Бойко,dmytro.boyko13@student.org,1977,5,13,ZNW-40,28.79,38(068)30-97-109
Марія,Ткаченко,mariya.tkachenko14@student.org,1981,4,13,BGU-12,56.14,38(097)91-86-761
Ірина,Зайцев,iryna.zaytsev10@student.org,2005,9,2,JJZ-86,40.73,38(093)74-95-711
Федір,Кузьменко,fedir.kuzmenko11@student.org,1964,1,1,JTH-11,27.51,38(063)58-71-603
Інна,Марченко,inna.marchenko21@student.org,1979,4,28,ZAM-25,78.35,38(095)90-49-597
Олександр,Гордієнко,oleksandr.hordiyenko25@student.org,1982,4,3,QUE-39,59.53,38(097)16-65-943
Дмитро,Бойко,dmytro.boyko14@student.org,2010,11,12,AAQ-98,61.52,38(066)49-39-677
Ігор,Король,ihor.korol13@student.org,1974,6,5,XAU-61,6.07,38(093)14-13-392
Валентина,Білоус,valentyna.bilous9@student.org,1993,2,26,OLW-96,87.51,38(095)92-93-328
Лариса,Романенко,larysa.romanenko13@student.org,1971,3,11,MSA-83,51.16,38(073)30-30-164
Юлія,Поліщук,yuliya.polishchuk14@student.org,1957,4,3,VPJ-53,61.18,38(063)93-58-323
Денис,Михайленко,denys.mykhaylenko6@student.org,1958,5,4,ZTV-62,82.13,38(097)20-57-945
Людмила,Авраменко,lyudmyla.avramenko18@student.org,1977,12,31,ORJ-75,49.12,38(093)77-16-447
Денис,Кравченко,denys.kravchenko14@student.org,1999,1,24,LWF-75,30.34,38(099)47-63-796
Ірина,Петренко,iryna.petrenko15@student.org,1969,12,13,ZAI-54,88.32,38(093)84-50-147
Оксана,Козлов,oksana.kozlov18@student.org,1991,12,5,RRO-73,91.56,38(093)58-83-574
Василь,Дорошенко,vasyl.doroshenko16@student.org,1982,7,19,OTJ-88,76.89,38(066)38-84-762
Юрій,Цимбал,yuriy.tsymbal10@student.org,1989,5,26,JSH-11,54.19,38(093)51-83-805
Олена,Павленко,olena.pavlenko9@student.org,1966,5,31,SRL-37,11.98,38(095)53-93-864
Максим,Ткаченко,maksym.tkachenko13@student.org,1973,7,29,TLV-60,96.33,38(098)53-91-474
Григорій,Руденко,hryhoriy.rudenko15@student.org,1997,2,15,LZZ-98,3.43,38(073)15-36-131
Світлана,Лебедь,svitlana.lebed15@student.org,1965,11,26,FWE-67,88.34,38(068)59-88-157
Василь,Шаповал,vasyl.shapoval9@student.org,1956,1,22,QYE-60,37.61,38(050)62-83-926
Юрій,Гладко,yuriy.hladko9@student.org,1986,7,13,YSI-19,76.46,38(073)43-52-536
Олена,Козлов,olena.kozlov6@student.org,2000,2,19,VET-14,47.77,38(066)26-73-197
Галина,Рибак,halyna.rybak15@student.org,1955,1,25,QWU-67,36.06,38(063)90-73-846
Юлія,Савченко,yuliya.savchenko8@student.org,1984,11,15,IGX-29,35.85,38(093)47-68-297
Анна,Ткаченко,anna.tkachenko7@student.org,1958,2,14,OMJ-29,80.03,38(068)83-73-416
Сергій,Захарченко,serhiy.zakharchenko11@student.org,1965,5,31,NYB-10,9.67,38(098)87-33-350
Максим,Павленко,maksym.pavlenko14@student.org,1967,12,14,BKI-52,96.76,38(063)90-38-195
Дмитро,Лисенко,dmytro.lysenko10@student.org,2010,5,3,JXG-42,8.94,38(063)65-25-161
Григорій,Мельник,hryhoriy.melnyk17@student.org,1957,3,3,IAD-16,52.9,38(066)72-27-233
Олеся,Король,olesya.korol15@student.org,1955,5,14,CDL-61,69.7,38(068)61-74-158
Олеся,Новік,olesya.novik15@student.org,1979,10,15,LFW-94,27.79,38(063)81-28-418
Олеся,Литвин,olesya.lytvyn9@student.org,1970,2,6,EIP-13,72.45,38(096)95-16-323
Вікторія,Савченко,viktoriya.savchenko13@student.org,1972,9,6,YYI-14,34.44,38(096)34-90-825
Євгенія,Авраменко,yevheniya.avramenko12@student.org,1951,5,30,GZG-93,18.29,38(098)54-30-442
Павло,Омельченко,pavlo.omelchenko9@student.org,1957,8,13,BWW-44,38.81,38(066)18-61-379
Катерина,Рибак,kateryna.rybak11@student.org,1970,8,13,WMO-78,32.54,38(099)65-74-210
Василь,Марченко,vasyl.marchenko8@student.org,1976,5,3,YWM-60,32.01,38(093)87-33-155
Світлана,Гончаренко,svitlana.honcharenko19@student.org,1957,12,15,BVE-74,84.76,38(066)53-85-639
Ганна,Рибак,hanna.rybak9@student.org,1967,8,9,HEQ-64,45.61,38(050)46-93-271
Ігор,Демченко,ihor.demchenko9@student.org,1980,5,26,ILN-30,90.93,38(098)97-10-769
Лариса,Шевчук,larysa.shevchuk7@student.org,2008,5,18,HOO-32,6.5,38(095)44-43-396
Дмитро,Коваленко,dmytro.kovalenko13@student.org,2003,7,12,YMA-84,12.82,38(050)13-61-905
Сергій,Руденко,serhiy.rudenko14@student.org,1984,2,9,YNB-41,4.22,38(096)21-11-768
Олександр,Шевчук,oleksandr.shevchuk10@student.org,1960,8,18,DNB-46,62.98,38(067)53-42-514
Вера,Гончаренко,vera.honcharenko10@student.org,1999,9,26,EPB-83,15.74,38(073)86-25-609
Петро,Зайцев,petro.zaytsev5@student.org,1984,3,4,CVZ-73,82.64,38(098)20-13-893
Вера,Лебедь,vera.lebed9@student.org,1956,9,13,OUH-57,42.14,38(067)70-40-440
Ярослав,Лебедь,yaroslav.lebed10@student.org,1997,3,23,IFB-80,15.22,38(066)48-85-984
Галина,Поліщук,halyna.polishchuk17@student.org,1974,3,17,HFY-24,39.94,38(097)86-49-385
Лариса,Кравченко,larysa.kravchenko15@student.org,1990,4,21,OLL-89,58.74,38(097)29-20-816
Андрій,Панченко,andriy.panchenko17@student.org,1952,4,4,GGQ-99,64.3,38(068)86-19-861
Віктор,Рибак,viktor.rybak10@student.org,1961,7,2,KWK-69,46.6,38(097)94-74-480
Юрій,Марченко,yuriy.marchenko13@student.org,2009,11,2,DWJ-41,43.36,38(066)11-17-734
Надія,Гладко,nadiya.hladko14@student.org,1999,12,14,PEW-50,22.91,38(063)81-25-829
Павло,Павленко,pavlo.pavlenko20@student.org,1954,9,28,TPS-12,4.82,38(095)94-34-683
Лілія,Лебедь,liliya.lebed18@student.org,1983,10,4,UGJ-20,66.39,38(063)57-90-827
Артем,Панченко,artem.panchenko17@student.org,2004,1,3,TEN-40,83.88,38(093)21-41-594
Павло,Іваненко,pavlo.ivanenko10@student.org,1992,9,23,BVW-75,34.46,38(067)19-99-302
Роман,Демченко,roman.demchenko27@student.org,1991,8,16,SLR-76,60.06,38(097)50-96-650
Іван,Демченко,ivan.demchenko8@student.org,1958,6,18,XTR-34,32.35,38(068)99-84-124
Олександр,Левченко,oleksandr.levchenko10@student.org,1972,2,27,VNK-18,49.21,38(067)10-21-615
Іван,Ковальчук,ivan.kovalchuk14@student.org,2007,10,18,SNF-32,2.11,38(050)48-42-263
Інна,Кузьменко,inna.kuzmenko6@student.org,2007,8,12,EAR-78,89.01,38(097)47-28-959
Надія,Лисенко,nadiya.lysenko13@student.org,1963,12,11,GHO-56,20.52,38(050)62-54-764
Ярослав,Панченко,yaroslav.panchenko14@student.org,1971,6,14,RBI-30,0.85,38(097)74-30-444
Інна,Новік,inna.novik15@student.org,1950,3,12,PTY-23,84.19,38(096)41-42-914
Андрій,Марченко,andriy.marchenko8@student.org,1977,2,9,KZK-79,53.78,38(098)37-35-636
Євгенія,Шевчук,yevheniya.shevchuk8@student.org,2008,6,16,LGL-28,28.14,38(063)63-87-642
Лариса,Руденко,larysa.rudenko10@student.org,1962,3,17,FCY-37,30.43,38(068)35-16-854
Станіслав,Руденко,stanislav.rudenko15@student.org,1969,7,7,KWG-25,38.76,38(097)47-14-525
Григорій,Василенко,hryhoriy.vasylenko12@student.org,1981,5,8,IAU-55,80.6,38(050)24-60-276
Марія,Марченко,mariya.marchenko11@student.org,1995,6,24,BOY-38,90.22,38(073)96-86-972
Олена,Никоненко,olena.nykonenko13@student.org,1996,3,15,XML-35,86.86,38(073)20-64-329
Любов,Шевчук,lyubov.shevchuk17@student.org,2006,1,21,RHT-49,41.94,38(098)27-72-631
Олеся,Демченко,olesya.demchenko14@student.org,1980,11,10,EIS-46,47.2,38(097)95-42-773
Роман,Захарченко,roman.zakharchenko21@student.org,1965,2,15,ODW-23,68.0,38(097)94-78-403
Григорій,Савченко,hryhoriy.savchenko14@student.org,1986,11,4,NQV-51,58.81,38(097)47-94-542
Юрій,Зайцев,yuriy.zaytsev6@student.org,1999,10,8,STX-38,21.64,38(066)71-97-816
Юлія,Бойко,yuliya.boyko10@student.org,1994,3,6,UDA-50,63.21,38(066)21-85-888
Ігор,Зайцев,ihor.zaytsev8@student.org,1961,1,9,QPU-55,61.51,38(067)20-63-472
Надія,Іваненко,nadiya.ivanenko12@student.org,1986,8,26,QFS-46,12.36,38(063)31-20-222
Алла,Козлов,alla.kozlov15@student.org,1996,1,14,PCB-64,91.46,38(068)20-83-853
Галина,Гладко,halyna.hladko23@student.org,1999,10,19,QQI-98,69.28,38(093)29-63-167
Вікторія,Петренко,viktoriya.petrenko10@student.org,1964,3,10,EPC-10,73.56,38(067)55-19-263
Тетяна,Михайленко,tetyana.mykhaylenko6@student.org,1955,11,21,GXM-49,36.63,38(050)67-27-626
Алла,Левченко,alla.levchenko17@student.org,1954,5,17,SEH-55,22.6,38(063)16-97-623
Федір,Романенко,fedir.romanenko8@student.org,1979,7,13,WTN-34,13.37,38(066)54-31-610
Вера,Павленко,vera.pavlenko14@student.org,1992,4,16,OYY-63,43.7,38(096)77-51-591
Світлана,Омельченко,svitlana.omelchenko15@student.org,1988,4,16,JZQ-79,40.1,38(063)27-43-184
Надія,Панченко,nadiya.panchenko19@student.org,1963,1,5,GQT-79,19.78,38(073)70-84-201
Юлія,Панченко,yuliya.panchenko11@student.org,2003,4,9,BGD-91,56.56,38(073)80-41-197
Василь,Коваленко,vasyl.kovalenko16@student.org,1978,9,6,BQV-12,0.64,38(068)75-80-443
Андрій,Поліщук,andriy.polishchuk16@student.org,1999,6,9,NQR-98,51.58,38(099)35-52-731
Остап,Омельченко,ostap.omelchenko9@student.org,1977,3,28,VMG-17,40.7,38(063)13-42-261
Олександр,Бойко,oleksandr.boyko13@student.org,1960,11,3,WNO-27,76.27,38(097)67-54-751
Юлія,Кравченко,yuliya.kravchenko11@student.org,1964,9,2,QDA-23,54.7,38(067)70-60-766
Михайло,Авраменко,mykhaylo.avramenko11@student.org,1965,2,10,DVE-54,3.29,38(068)84-75-268
Тарас,Новік,taras.novik12@student.org,1960,2,7,XTC-76,22.24,38(096)41-51-784
Федір,Василенко,fedir.vasylenko19@student.org,1961,7,17,WSQ-76,75.26,38(063)63-56-708
Марія,Лебедь,mariya.lebed12@student.org,1989,5,3,CBQ-48,65.67,38(073)28-74-698
Надія,Макаренко,nadiya.makarenko13@student.org,1990,3,4,OLT-32,83.54,38(095)10-85-674
Богдан,Шаповал,bohdan.shapoval9@student.org,2006,2,5,DHF-88,81.2,38(098)58-12-978
Іван,Ковальчук,ivan.kovalchuk15@student.org,1969,11,19,TTG-26,47.83,38(093)34-43-425
Григорій,Коваль,hryhoriy.koval10@student.org,1971,7,9,QIP-62,50.36,38(096)61-57-909
Федір,Павленко,fedir.pavlenko13@student.org,2002,9,14,ZSZ-74,99.11,38(098)43-86-549
Оксана,Король,oksana.korol11@student.org,2008,8,11,FRF-29,27.08,38(063)57-90-254
Юрій,Романенко,yuriy.romanenko8@student.org,1988,9,19,MFP-16,45.17,38(067)97-76-385
Володимир,Лисенко,volodymyr.lysenko9@student.org,1988,8,8,YBK-86,70.52,38(093)81-89-984
Лариса,Ковальчук,larysa.kovalchuk5@student.org,2001,8,12,HKY-86,84.28,38(063)23-21-327
Богдан,Рибак,bohdan.rybak13@student.org,1987,4,15,BXO-83,70.78,38(095)20-10-468
Галина,Панченко,halyna.panchenko16@student.org,1993,10,1,RXR-62,97.06,38(068)98-83-762
Віталій,Гладко,vitaliy.hladko18@student.org,1998,7,5,KOH-44,0.71,38(096)23-41-108
Євгенія,Левченко,yevheniya.levchenko7@student.org,1954,4,20,EBF-98,71.89,38(095)64-35-435
Світлана,Король,svitlana.korol16@student.org,1993,7,3,OLU-72,52.41,38(093)97-93-352
Юлія,Макаренко,yuliya.makarenko7@student.org,1988,9,29,FKA-97,72.91,38(066)98-43-669
Ярослав,Шаповал,yaroslav.shapoval9@student.org,2004,10,14,FAA-25,67.91,38(050)30-39-592
Оксана,Марченко,oksana.marchenko10@student.org,1974,12,26,EJE-20,65.86,38(096)15-57-413
Юрій,Коваль,yuriy.koval9@student.org,1997,7,25,YJP-43,55.97,38(068)78-43-530
Інна,Марченко,inna.marchenko22@student.org,1957,11,14,CYR-32,94.69,38(063)45-90-980
Надія,Лебедь,nadiya.lebed13@student.org,1961,10,23,SJT-74,92.1,38(096)42-29-609
Інна,Коваленко,inna.kovalenko16@student.org,2005,1,26,FUP-50,73.19,38(073)39-92-135
Тарас,Шевчук,taras.shevchuk12@student.org,1982,7,11,PDK-73,22.35,38(098)71-68-130
Ігор,Демченко,ihor.demchenko10@student.org,1994,8,17,VWU-51,47.15,38(099)39-17-930
Наталія,Новік,nataliya.novik11@student.org,1973,9,24,YJE-70,99.25,38(050)46-55-221
Ігор,Гайдук,ihor.hayduk13@student.org,1989,6,10,AKJ-64,74.52,38(093)76-68-175
Денис,Гончаренко,denys.honcharenko21@student.org,2000,10,27,IXW-16,62.47,38(067)72-43-163
Григорій,Авраменко,hryhoriy.avramenko17@student.org,1960,9,17,NBS-98,90.37,38(093)74-45-306
Андрій,Лисенко,andriy.lysenko14@student.org,1987,8,23,XYL-63,27.58,38(093)12-19-251
Артем,Гончаренко,artem.honcharenko12@student.org,1978,3,3,SFZ-68,6.62,38(093)99-79-589
Роман,Цимбал,roman.tsymbal25@student.org,1975,12,3,XIS-37,60.45,38(099)18-12-136
Віталій,Романенко,vitaliy.romanenko15@student.org,1962,10,30,YBJ-70,94.73,38(095)20-97-525
Наталія,Кравченко,nataliya.kravchenko13@student.org,1956,6,1,AJO-37,72.43,38(063)33-36-143
Тетяна,Цимбал,tetyana.tsymbal13@student.org,1992,6,21,NWG-39,67.8,38(068)23-30-878
Євгенія,Павленко,yevheniya.pavlenko7@student.org,1973,11,10,KTX-32,35.78,38(096)32-36-889
Сергій,Рибак,serhiy.rybak15@student.org,1985,3,5,WFD-74,52.87,38(073)50-81-685
Наталія,Бойко,nataliya.boyko22@student.org,1954,12,24,XCO-19,93.82,38(066)45-45-857
Павло,Зайцев,pavlo.zaytsev16@student.org,1994,11,10,LTH-56,99.65,38(096)64-61-868
Богдан,Дорошенко,bohdan.doroshenko9@student.org,1956,10,15,DUY-12,74.93,38(063)89-25-836
Валентина,Бойко,valentyna.boyko16@student.org,1959,8,23,BMK-84,3.43,38(066)71-38-595
Олеся,Бойко,olesya.boyko11@student.org,1981,3,27,GJS-42,32.68,38(095)91-78-400
Олеся,Омельченко,olesya.omelchenko18@student.org,1958,8,13,IQX-90,42.59,38(066)46-98-490
Олена,Никоненко,olena.nykonenko14@student.org,1978,9,5,SKS-73,45.71,38(093)95-54-662
Олеся,Романенко,olesya.romanenko5@student.org,1977,4,13,RMJ-25,33.87,38(073)99-12-377
Лілія,Василенко,liliya.vasylenko12@student.org,2005,12,4,JUE-17,8.93,38(050)58-51-426
Євгенія,Никоненко,yevheniya.nykonenko14@student.org,1972,10,7,OPH-12,74.08,38(068)49-27-690
Лариса,Павленко,larysa.pavlenko7@student.org,1952,9,10,RMJ-25,31.48,38(073)57-85-374
Оксана,Макаренко,oksana.makarenko15@student.org,1953,5,24,CHC-43,15.43,38(096)48-39-304
Роман,Гайдук,roman.hayduk26@student.org,1967,6,4,SRN-23,64.22,38(096)90-84-182
Ірина,Марченко,iryna.marchenko11@student.org,1955,12,3,TTY-83,59.75,38(099)80-14-522
Віталій,Король,vitaliy.korol10@student.org,1978,8,11,FWA-78,35.56,38(097)36-43-256
Юлія,Василенко,yuliya.vasylenko19@student.org,2005,3,17,CYW-13,89.7,38(097)20-40-766
Раїса,Макаренко,rayisa.makarenko13@student.org,1982,7,4,SHR-81,61.15,38(073)31-70-190
Михайло,Кравченко,mykhaylo.kravchenko12@student.org,1984,5,10,IDE-20,66.9,38(097)72-38-950
Раїса,Петренко,rayisa.petrenko13@student.org,1963,3,22,DHX-10,30.81,38(073)27-31-264
Алла,Зайцев,alla.zaytsev11@student.org,1965,1,10,LKP-65,13.15,38(063)27-80-442
Ігор,Гончаренко,ihor.honcharenko9@student.org,2003,3,24,NLU-30,20.75,38(097)51-42-705
Світлана,Цимбал,svitlana.tsymbal16@student.org,1982,10,11,GNP-66,48.15,38(066)61-48-831
Максим,Білоус,maksym.bilous16@student.org,1954,3,29,KDP-68,98.93,38(096)95-85-141
Людмила,Поліщук,lyudmyla.polishchuk4@student.org,1986,9,20,YCJ-73,20.84,38(073)30-23-711
Юлія,Демченко,yuliya.demchenko11@student.org,1984,2,3,AQO-20,3.77,38(068)84-59-625
Марія,Ковальчук,mariya.kovalchuk17@student.org,1965,12,29,MLI-89,2.06,38(095)61-17-615
Григорій,Ткаченко,hryhoriy.tkachenko11@student.org,2001,6,12,LUZ-90,45.29,38(063)50-74-715
Ірина,Демченко,iryna.demchenko12@student.org,1992,3,21,IHT-89,10.35,38(095)78-78-506
Максим,Павленко,maksym.pavlenko15@student.org,1972,5,29,OAJ-53,83.08,38(093)97-68-747
Ярослав,Новік,yaroslav.novik13@student.org,1957,4,12,XEA-23,8.38,38(096)96-95-817
Катерина,Дорошенко,kateryna.doroshenko15@student.org,2009,6,3,XZC-42,19.97,38(050)60-83-739
Василь,Петренко,vasyl.petrenko16@student.org,1964,4,17,KSP-30,82.28,38(098)48-75-827
Олександр,Захарченко,oleksandr.zakharchenko15@student.org,2003,9,9,DLD-12,65.39,38(073)92-69-279
Валентина,Іваненко,valentyna.ivanenko12@student.org,1972,8,6,MKP-50,46.3,38(067)53-25-655
Ігор,Костенко,ihor.kostenko21@student.org,1970,4,4,EFF-17,96.65,38(097)52-24-297
Олена,Авраменко,olena.avramenko6@student.org,2007,11,8,ZVZ-60,8.67,38(099)26-82-924
Олександр,Омельченко,oleksandr.omelchenko10@student.org,1955,10,30,LTX-19,18.11,38(097)95-78-456
Остап,Марченко,ostap.marchenko15@student.org,1970,2,25,LZC-17,49.17,38(097)97-54-998
Григорій,Савченко,hryhoriy.savchenko15@student.org,1999,11,5,LOX-39,22.46,38(095)34-23-303
Станіслав,Білоус,stanislav.bilous15@student.org,1955,8,28,MPP-91,91.77,38(066)80-83-402
Олеся,Никоненко,olesya.nykonenko11@student.org,1995,12,16,EVG-32,77.65,38(096)57-49-545
Вікторія,Савченко,viktoriya.savchenko14@student.org,1960,10,14,FEH-34,10.9,38(066)67-49-606
Роман,Король,roman.korol31@student.org,2000,7,18,MOH-71,66.24,38(068)31-37-981
Валентина,Гриценко,valentyna.hrytsenko14@student.org,1970,5,1,POD-91,64.99,38(093)19-75-109
Ганна,Зайцев,hanna.zaytsev9@student.org,1967,1,22,VFA-76,31.15,38(068)20-87-873
Вера,Гордієнко,vera.hordiyenko14@student.org,1988,4,7,QHE-17,50.84,38(096)90-34-761
Костянтин,Гончаренко,kostyantyn.honcharenko17@student.org,2008,6,13,RDK-66,48.57,38(073)95-24-909
Анна,Гладко,anna.hladko10@student.org,1964,3,11,YZZ-53,56.18,38(063)84-17-357
Надія,Петренко,nadiya.petrenko12@student.org,1958,4,29,LRI-78,68.26,38(097)84-75-673
Богдан,Литвин,bohdan.lytvyn12@student.org,2007,11,6,BSV-64,93.9,38(093)31-63-599
Федір,Левченко,fedir.levchenko17@student.org,1995,4,23,VNJ-35,95.28,38(067)94-63-181
Ігор,Захарченко,ihor.zakharchenko16@student.org,1970,9,14,PTJ-45,91.31,38(068)75-66-918
Галина,Руденко,halyna.rudenko11@student.org,1993,3,31,QLN-17,9.21,38(095)90-22-727
Олена,Шевчук,olena.shevchuk10@student.org,1968,3,8,XBO-96,47.23,38(050)60-35-262
Павло,Іваненко,pavlo.ivanenko11@student.org,1987,8,28,ZUL-39,45.8,38(073)15-18-311
Олеся,Гончаренко,olesya.honcharenko11@student.org,1993,3,31,BVE-74,79.4,38(095)74-47-789
Денис,Захарченко,denys.zakharchenko13@student.org,1967,2,20,QFA-57,54.54,38(050)13-16-350
Дмитро,Гончаренко,dmytro.honcharenko12@student.org,1989,3,7,SBD-69,23.52,38(063)71-75-806
Любов,Мельник,lyubov.melnyk9@student.org,1975,12,1,WRG-41,69.97,38(098)93-58-444
Марія,Рибак,mariya.rybak9@student.org,1958,5,2,BMK-84,5.27,38(063)55-81-534
Денис,Омельченко,denys.omelchenko17@student.org,1976,12,16,DZP-49,88.16,38(067)53-31-521
Віктор,Іваненко,viktor.ivanenko13@student.org,1965,1,2,EZL-60,60.45,38(067)79-10-445
Надія,Козлов,nadiya.kozlov11@student.org,1958,1,7,MYY-84,34.54,38(068)55-51-208
Ярослав,Никоненко,yaroslav.nykonenko13@student.org,2000,8,23,QGM-51,30.33,38(050)45-40-174
Любов,Мельник,lyubov.melnyk10@student.org,1978,7,20,WVO-62,92.09,38(073)15-73-588
Валентина,Савченко,valentyna.savchenko18@student.org,1963,3,9,WUB-75,60.06,38(097)99-34-858
Ігор,Ткаченко,ihor.tkachenko16@student.org,1960,8,7,SQW-75,27.54,38(050)10-28-186
Ганна,Гайдук,hanna.hayduk13@student.org,2002,8,4,SGN-84,69.17,38(073)48-41-666
Тетяна,Новік,tetyana.novik16@student.org,1988,7,22,YBJ-70,17.37,38(066)39-34-478
Артем,Скрипка,artem.skrypka7@student.org,1981,12,30,ZRB-31,87.48,38(093)72-53-306
Петро,Іваненко,petro.ivanenko10@student.org,1962,3,3,OLU-87,60.98,38(096)79-34-895
Богдан,Руденко,bohdan.rudenko13@student.org,1982,2,6,LPG-31,46.69,38(050)57-48-150
Артем,Шевчук,artem.shevchuk15@student.org,2005,10,8,OWF-50,59.55,38(066)36-19-129
Ярослав,Ткаченко,yaroslav.tkachenko11@student.org,1964,4,2,NCL-76,70.42,38(067)17-30-965
Василь,Король,vasyl.korol8@student.org,1953,1,2,GFN-75,13.71,38(068)88-73-142
Лариса,Руденко,larysa.rudenko11@student.org,1959,5,30,VSF-77,10.88,38(097)54-65-139
Ярослав,Король,yaroslav.korol9@student.org,1985,5,27,GNP-66,63.17,38(063)91-24-604
Олеся,Литвин,olesya.lytvyn10@student.org,1983,1,4,BDR-39,37.56,38(095)21-26-261
Галина,Костенко,halyna.kostenko8@student.org,1973,2,7,TPG-79,42.0,38(095)43-63-763
Євгенія,Никоненко,yevheniya.nykonenko15@student.org,1980,9,26,DVF-10,77.03,38(096)11-49-771
Остап,Кравченко,ostap.kravchenko10@student.org,1979,10,30,TVJ-59,45.63,38(096)89-63-891
Роман,Ковальчук,roman.kovalchuk17@student.org,2004,5,18,QTW-69,98.96,38(099)24-52-519
Станіслав,Ткаченко,stanislav.tkachenko7@student.org,1954,8,8,SQA-22,94.2,38(099)95-72-616
Тарас,Руденко,taras.rudenko18@student.org,1997,10,18,EHV-35,7.55,38(095)48-32-608
Тетяна,Король,tetyana.korol15@student.org,1958,5,6,AMP-36,2.32,38(097)88-94-236
Остап,Лисенко,ostap.lysenko15@student.org,2010,10,24,QIX-38,49.15,38(068)63-49-552
Лілія,Стельмах,liliya.stelmakh6@student.org,1995,4,27,EFO-51,41.73,38(095)52-53-800
Любов,Гайдук,lyubov.hayduk18@student.org,1958,4,4,PRR-48,19.18,38(093)84-72-445
Ірина,Іваненко,iryna.ivanenko16@student.org,1993,3,10,VFU-77,21.05,38(098)74-77-917
Федір,Козлов,fedir.kozlov14@student.org,1958,12,11,CRH-38,81.78,38(098)27-30-681
Максим,Гладко,maksym.hladko16@student.org,1982,11,24,GAU-23,81.04,38(066)43-47-833
Світлана,Гриценко,svitlana.hrytsenko16@student.org,1966,12,26,ARZ-63,57.52,38(098)28-74-215
Лариса,Гончаренко,larysa.honcharenko14@student.org,1977,8,2,ZQZ-30,67.07,38(063)14-76-228
Ярослав,Василенко,yaroslav.vasylenko6@student.org,1991,10,16,NIJ-37,95.81,38(063)34-48-184
Ірина,Гончаренко,iryna.honcharenko12@student.org,1984,6,29,IKQ-97,88.84,38(099)80-96-718
Федір,Король,fedir.korol6@student.org,1963,6,15,HJW-65,56.38,38(098)95-25-672
