m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Валентина,Дорошенко,valentyna.doroshenko@student.org,1980,4,26,JTT-24,28.38,38(063)54-38-828
Олена,Кузьменко,olena.kuzmenko@student.org,1980,1,6,OEL-19,28.17,38(068)50-71-761
Тарас,Романенко,taras.romanenko@student.org,1966,4,1,GKV-72,10.54,38(068)63-37-897
Богдан,Павленко,bohdan.pavlenko@student.org,1990,4,11,ISV-28,79.91,38(050)87-24-247
Оксана,Стельмах,oksana.stelmakh@student.org,2000,7,29,NMQ-51,99.14,38(068)64-75-256
Юрій,Лебедь,yuriy.lebed@student.org,2000,9,19,FNS-25,77.55,38(095)37-12-565
Алла,Шевчук,alla.shevchuk@student.org,1981,2,15,AEM-33,90.23,38(097)44-80-406
Ганна,Зайцев,hanna.zaytsev@student.org,1990,2,26,XDN-81,95.71,38(097)51-48-790
Роман,Петренко,roman.petrenko@student.org,1979,3,11,RGA-36,16.81,38(095)71-27-397
Максим,Іваненко,maksym.ivanenko@student.org,1955,10,18,FWH-88,53.67,38(050)24-91-548
Ігор,Кузьменко,ihor.kuzmenko@student.org,1953,4,9,MFA-70,3.39,38(099)26-13-455
Наталія,Бойко,nataliya.boyko@student.org,1967,7,11,QTK-28,35.52,38(099)50-20-491
Сергій,Гайдук,serhiy.hayduk@student.org,1952,1,13,AEC-17,4.76,38(093)17-30-185
Ігор,Шевчук,ihor.shevchuk@student.org,2001,2,17,QFX-72,33.28,38(073)32-61-817
Ірина,Демченко,iryna.demchenko@student.org,1980,11,9,FBM-40,20.66,38(095)64-26-239
Артем,Коваленко,artem.kovalenko@student.org,1967,3,5,QLR-17,45.3,38(097)61-10-632
Раїса,Демченко,rayisa.demchenko@student.org,1968,3,3,KTO-68,94.82,38(073)40-33-677
Раїса,Марченко,rayisa.marchenko@student.org,2008,12,24,YRX-72,18.13,38(095)76-52-490
Олеся,Ковальчук,olesya.kovalchuk@student.org,2005,12,26,BHC-41,90.72,38(063)22-67-304
Михайло,Захарченко,mykhaylo.zakharchenko@student.org,1957,4,30,NZS-69,84.44,38(050)44-96-986
Дмитро,Литвин,dmytro.lytvyn1@student.org,2010,5,8,ALQ-41,27.45,38(098)72-54-444
Тарас,Гладко,taras.hladko@student.org,1985,6,7,KMM-78,37.22,38(097)57-90-796
Інна,Макаренко,inna.makarenko@student.org,1970,4,21,AMQ-21,60.47,38(095)92-89-490
Раїса,Марченко,rayisa.marchenko1@student.org,1967,7,3,PSD-85,7.34,38(097)40-93-310
Марія,Никоненко,mariya.nykonenko@student.org,2002,5,30,XIS-37,83.74,38(067)49-12-803
Лілія,Мельник,liliya.melnyk@student.org,1957,2,18,TLS-86,37.8,38(073)84-52-106
Максим,Захарченко,maksym.zakharchenko@student.org,1950,1,9,WPM-14,89.02,38(096)23-68-449
Віталій,Макаренко,vitaliy.makarenko@student.org,1959,12,6,AWY-22,14.38,38(073)25-82-137
Анна,Шевченко,anna.shevchenko@student.org,1966,2,2,NGD-30,15.72,38(095)82-59-866
Алла,Гончаренко,alla.honcharenko@student.org,1970,6,26,MLC-25,70.1,38(063)33-54-889
Михайло,Гайдук,mykhaylo.hayduk@student.org,1990,7,1,EWS-22,85.27,38(068)16-81-995
Денис,Петренко,denys.petrenko@student.org,1978,6,10,JAC-63,41.58,38(063)23-92-594
Наталія,Макаренко,nataliya.makarenko@student.org,1984,5,8,ZMI-70,2.72,38(096)98-91-603
Віктор,Лебедь,viktor.lebed@student.org,1982,2,1,QWX-14,50.38,38(097)81-49-176
Остап,Авраменко,ostap.avramenko@student.org,2005,10,20,TWY-17,85.4,38(067)23-24-661
Ярослав,Ткаченко,yaroslav.tkachenko@student.org,1987,3,3,XPL-24,54.35,38(098)65-15-328
Станіслав,Василенко,stanislav.vasylenko1@student.org,1955,4,20,ODW-23,55.12,38(073)21-31-691
Денис,Ковальчук,denys.kovalchuk@student.org,1976,8,5,EXU-68,23.15,38(063)12-19-267
Надія,Гладко,nadiya.hladko1@student.org,2001,8,11,YDF-37,96.07,38(098)71-97-424
Станіслав,Гладко,stanislav.hladko1@student.org,1968,6,18,DOJ-88,69.98,38(063)82-89-619
Ірина,Панченко,iryna.panchenko@student.org,1950,12,31,WPM-14,70.01,38(097)76-36-735
Петро,Стельмах,petro.stelmakh@student.org,1987,10,30,MAL-97,25.14,38(093)52-74-945
Василь,Білоус,vasyl.bilous@student.org,1972,7,27,XCF-76,81.43,38(095)45-45-582
Тарас,Романенко,taras.romanenko1@student.org,2008,1,28,SEH-55,83.35,38(050)60-32-157
Алла,Іваненко,alla.ivanenko@student.org,2010,4,5,EKG-59,16.69,38(068)93-27-670
Дмитро,Шевченко,dmytro.shevchenko@student.org,1952,5,26,AKZ-13,92.13,38(093)24-88-570
Іван,Костенко,ivan.kostenko@student.org,1991,1,16,FUS-53,73.05,38(095)55-38-253
Іван,Руденко,ivan.rudenko@student.org,1984,9,11,DSB-37,74.98,38(068)84-22-775
Надія,Михайленко,nadiya.mykhaylenko@student.org,1995,7,30,AKB-43,68.03,38(063)87-95-803
Михайло,Білоус,mykhaylo.bilous@student.org,1959,7,14,JTA-69,10.72,38(067)11-83-248
Віктор,Кравченко,viktor.kravchenko@student.org,1981,4,17,WDA-80,4.82,38(073)17-98-404
Світлана,Шевчук,svitlana.shevchuk@student.org,1977,2,13,YBG-25,68.59,38(098)52-15-632
Віктор,Гордієнко,viktor.hordiyenko@student.org,1962,4,14,LXP-12,73.33,38(095)55-61-776
Юлія,Литвин,yuliya.lytvyn@student.org,2007,10,4,TTB-62,71.5,38(063)11-52-237
Володимир,Іваненко,volodymyr.ivanenko@student.org,1999,12,30,MWC-58,95.58,38(067)60-53-658
Вера,Шевчук,vera.shevchuk@student.org,1999,10,17,RSV-65,19.54,38(063)23-45-373
Богдан,Кузьменко,bohdan.kuzmenko@student.org,1992,10,10,ADQ-50,17.3,38(097)70-21-919
Галина,Левченко,halyna.levchenko@student.org,2008,10,20,MUQ-59,98.05,38(095)64-35-514
Федір,Руденко,fedir.rudenko@student.org,2008,11,22,JWF-94,25.9,38(096)36-73-100
Вера,Шаповал,vera.shapoval@student.org,1969,8,4,FGE-15,89.0,38(050)45-96-319
Юрій,Демченко,yuriy.demchenko@student.org,1989,9,12,QMZ-96,51.88,38(095)79-84-481
Володимир,Кузьменко,volodymyr.kuzmenko@student.org,1959,3,29,QPU-55,91.94,38(066)47-70-789
Денис,Руденко,denys.rudenko@student.org,2008,3,27,NRZ-94,18.49,38(067)34-23-384
Ганна,Гордієнко,hanna.hordiyenko1@student.org,1966,6,27,ZTK-81,31.13,38(098)34-40-120
Віталій,Кузьменко,vitaliy.kuzmenko@student.org,1971,10,3,GVM-62,21.34,38(067)22-15-452
Надія,Рибак,nadiya.rybak@student.org,1997,3,3,WCT-29,8.77,38(098)26-10-770
Костянтин,Ткаченко,kostyantyn.tkachenko@student.org,1979,11,10,TXK-54,12.74,38(096)84-15-253
Валентина,Лисенко,valentyna.lysenko@student.org,1971,4,22,QSU-92,36.77,38(073)79-80-119
Роман,Авраменко,roman.avramenko@student.org,1963,10,21,ETU-62,33.19,38(066)58-81-884
Лілія,Павленко,liliya.pavlenko@student.org,1978,1,20,OZQ-93,39.13,38(067)29-15-530
Катерина,Шевчук,kateryna.shevchuk@student.org,1992,11,23,OTJ-88,42.56,38(068)20-42-199
Роман,Козлов,roman.kozlov@student.org,1998,8,15,XML-10,75.87,38(050)77-49-911
Анна,Рибак,anna.rybak@student.org,1963,5,25,FFA-25,8.85,38(098)67-42-687
Тетяна,Мельник,tetyana.melnyk@student.org,1986,4,27,CJO-50,55.88,38(067)74-65-365
Людмила,Кравченко,lyudmyla.kravchenko@student.org,1974,9,7,WWY-68,26.56,38(095)53-93-367
Роман,Михайленко,roman.mykhaylenko@student.org,1999,12,4,YFO-13,29.42,38(066)11-86-286
Раїса,Лебедь,rayisa.lebed@student.org,2004,4,18,ZUM-66,66.67,38(095)67-19-142
Федір,Кузьменко,fedir.kuzmenko@student.org,1956,8,7,OMJ-33,35.7,38(068)34-69-608
Юрій,Павленко,yuriy.pavlenko@student.org,1989,11,17,MGA-91,58.38,38(068)40-23-552
Федір,Коваленко,fedir.kovalenko@student.org,1967,8,2,XNG-77,6.58,38(063)66-85-843
Катерина,Гриценко,kateryna.hrytsenko@student.org,1966,2,12,PZC-90,74.55,38(097)17-87-850
Іван,Лисенко,ivan.lysenko@student.org,2002,4,4,XEW-63,5.85,38(068)63-89-994
Павло,Новік,pavlo.novik@student.org,1974,5,16,OSV-93,46.72,38(068)15-14-346
Олеся,Цимбал,olesya.tsymbal@student.org,1958,9,23,FQJ-88,33.5,38(093)36-14-948
Інна,Романенко,inna.romanenko@student.org,1981,1,29,IBG-59,64.93,38(050)94-96-900
Катерина,Никоненко,kateryna.nykonenko@student.org,1989,11,9,UIG-21,31.08,38(066)95-59-900
Юлія,Рибак,yuliya.rybak1@student.org,1967,1,26,IUI-63,90.65,38(067)13-55-533
Ігор,Король,ihor.korol@student.org,1980,9,14,VNJ-35,44.97,38(095)77-68-287
Оксана,Марченко,oksana.marchenko@student.org,1992,8,30,MLE-18,65.75,38(067)84-28-919
Юлія,Макаренко,yuliya.makarenko@student.org,1991,6,29,PBI-43,13.03,38(093)50-73-181
Артем,Марченко,artem.marchenko@student.org,1961,3,29,BGV-92,99.0,38(067)10-54-958
Ірина,Зайцев,iryna.zaytsev@student.org,1963,9,15,NLD-85,66.93,38(097)80-74-917
Віталій,Шевченко,vitaliy.shevchenko@student.org,1963,2,19,AKF-35,26.96,38(073)61-13-348
Галина,Павленко,halyna.pavlenko1@student.org,2004,5,2,HLR-46,20.15,38(096)62-35-717
Володимир,Кузьменко,volodymyr.kuzmenko1@student.org,1994,6,11,BRW-62,41.51,38(099)45-41-952
Роман,Коваль,roman.koval@student.org,1957,11,2,CXZ-31,78.34,38(097)66-78-285
Євгенія,Іваненко,yevheniya.ivanenko@student.org,2004,5,29,ZGR-70,98.42,38(096)93-60-210
Людмила,Гайдук,lyudmyla.hayduk@student.org,1954,10,9,DZM-24,34.81,38(098)72-73-329
Валентина,Романенко,valentyna.romanenko@student.org,1981,12,5,QML-41,64.81,38(096)48-27-217
Олеся,Петренко,olesya.petrenko@student.org,1978,12,27,TGI-36,93.03,38(098)70-21-866
Василь,Никоненко,vasyl.nykonenko@student.org,1967,3,25,QLQ-18,54.5,38(096)91-78-350
Світлана,Стельмах,svitlana.stelmakh@student.org,2000,11,5,PWO-81,53.57,38(099)15-12-324
Валентина,Панченко,valentyna.panchenko@student.org,1968,2,19,UZN-67,61.57,38(067)44-27-230
Любов,Кузьменко,lyubov.kuzmenko@student.org,1957,1,1,HSE-22,19.67,38(096)35-50-564
Роман,Михайленко,roman.mykhaylenko1@student.org,1999,6,6,RQG-36,57.17,38(099)47-29-355
Сергій,Михайленко,serhiy.mykhaylenko@student.org,1981,10,24,VGZ-43,2.92,38(098)57-33-232
Ярослав,Бойко,yaroslav.boyko@student.org,1955,6,22,UGM-37,67.74,38(098)88-49-505
Ярослав,Стельмах,yaroslav.stelmakh@student.org,1966,8,27,ZSR-39,62.77,38(095)52-85-494
Іван,Іваненко,ivan.ivanenko@student.org,1984,10,20,VFY-51,11.43,38(067)35-62-144
Ігор,Новік,ihor.novik@student.org,1985,7,22,BMK-84,48.57,38(096)97-83-828
Інна,Авраменко,inna.avramenko@student.org,1981,4,19,RLZ-14,81.28,38(093)75-68-655
Богдан,Костенко,bohdan.kostenko@student.org,1990,12,5,SAL-91,54.41,38(098)78-37-503
Лілія,Шаповал,liliya.shapoval@student.org,1950,11,26,QPU-55,19.88,38(066)63-84-508
Станіслав,Білоус,stanislav.bilous@student.org,2003,1,15,GYI-76,32.74,38(068)42-43-980
Василь,Шаповал,vasyl.shapoval@student.org,1978,8,15,OUP-47,88.48,38(050)50-97-558
Артем,Авраменко,artem.avramenko@student.org,2007,2,27,SZQ-62,60.96,38(099)70-91-928
Інна,Омельченко,inna.omelchenko@student.org,1962,4,15,HOQ-58,32.13,38(073)32-38-235
Лариса,Зайцев,larysa.zaytsev@student.org,1971,7,11,ETM-58,26.79,38(098)81-83-917
Станіслав,Бойко,stanislav.boyko@student.org,1998,10,20,XCJ-59,44.7,38(073)28-36-456
Марія,Романенко,mariya.romanenko@student.org,1969,1,23,GAY-11,84.1,38(050)84-13-989
Юрій,Панченко,yuriy.panchenko@student.org,1962,9,9,OKS-97,87.58,38(099)46-93-211
Костянтин,Лисенко,kostyantyn.lysenko@student.org,1965,12,26,TGY-18,92.98,38(050)36-74-713
Станіслав,Авраменко,stanislav.avramenko@student.org,1952,12,23,MDS-81,79.18,38(099)91-47-396
Любов,Лебедь,lyubov.lebed1@student.org,2007,1,1,KFF-44,76.99,38(097)51-80-319
Анна,Ковальчук,anna.kovalchuk@student.org,2005,12,10,OFD-84,33.08,38(066)52-73-536
Марія,Бойко,mariya.boyko@student.org,1974,11,26,QVI-89,11.01,38(068)39-15-849
Лариса,Гончаренко,larysa.honcharenko@student.org,2009,4,30,CLA-41,25.93,38(093)62-50-162
Михайло,Гладко,mykhaylo.hladko@student.org,1981,7,28,IZM-98,29.96,38(098)76-58-556
Ганна,Авраменко,hanna.avramenko@student.org,1993,10,11,KPN-91,36.89,38(096)99-84-696
Сергій,Стельмах,serhiy.stelmakh@student.org,1986,12,22,BCU-41,96.37,38(066)15-89-128
Дмитро,Литвин,dmytro.lytvyn2@student.org,1957,2,5,TTT-16,54.33,38(095)68-90-356
Костянтин,Козлов,kostyantyn.kozlov1@student.org,2009,2,20,JPN-25,87.32,38(093)13-11-659
Павло,Марченко,pavlo.marchenko@student.org,2003,1,17,FRL-14,98.0,38(093)78-68-961
Іван,Гайдук,ivan.hayduk@student.org,1955,6,8,OND-76,55.67,38(093)40-37-297
Павло,Петренко,pavlo.petrenko@student.org,1963,7,9,ADQ-50,50.42,38(099)41-44-887
Оксана,Шаповал,oksana.shapoval@student.org,1966,4,29,PSL-21,82.83,38(063)70-87-743
Михайло,Коваленко,mykhaylo.kovalenko@student.org,1988,1,18,XJN-17,80.98,38(097)35-18-758
Іван,Скрипка,ivan.skrypka@student.org,1963,3,12,FST-51,0.53,38(099)85-16-562
Максим,Омельченко,maksym.omelchenko@student.org,1983,1,10,OKG-48,10.85,38(093)62-17-414
Ірина,Стельмах,iryna.stelmakh@student.org,1958,2,3,ZRS-78,93.47,38(095)45-13-413
Андрій,Шевчук,andriy.shevchuk@student.org,1971,5,26,MMS-77,28.47,38(050)86-57-257
Роман,Ткаченко,roman.tkachenko@student.org,1988,4,23,HPV-40,70.76,38(096)63-87-705
Ярослав,Демченко,yaroslav.demchenko1@student.org,1963,12,8,OZJ-69,63.16,38(098)69-75-931
Юлія,Авраменко,yuliya.avramenko@student.org,1959,10,7,WWY-68,67.8,38(063)58-53-273
Андрій,Король,andriy.korol@student.org,2001,4,25,XTY-33,17.58,38(050)86-85-421
Наталія,Гриценко,nataliya.hrytsenko@student.org,1956,8,21,XIJ-37,4.84,38(068)12-15-203
Ірина,Савченко,iryna.savchenko@student.org,2002,10,26,ASK-84,80.34,38(073)85-77-263
Оксана,Литвин,oksana.lytvyn@student.org,1975,12,31,TIX-34,32.03,38(095)65-55-659
Юрій,Руденко,yuriy.rudenko@student.org,1969,4,9,PCB-54,84.99,38(096)65-10-528
Роман,Савченко,roman.savchenko@student.org,1950,7,28,RFV-22,30.72,38(066)35-88-471
Лілія,Кузьменко,liliya.kuzmenko@student.org,1965,6,22,VUL-76,8.87,38(063)75-39-233
Лариса,Коваль,larysa.koval1@student.org,2000,12,7,GCF-89,28.6,38(073)94-67-197
Богдан,Гайдук,bohdan.hayduk1@student.org,1987,5,26,MYY-84,28.96,38(098)29-11-601
Федір,Авраменко,fedir.avramenko@student.org,1952,8,11,RQG-63,19.39,38(050)59-39-245
Ярослав,Король,yaroslav.korol1@student.org,1994,7,1,AFT-23,94.26,38(098)63-55-751
Людмила,Шаповал,lyudmyla.shapoval@student.org,2001,10,27,UPF-31,59.95,38(097)77-19-500
Олександр,Лисенко,oleksandr.lysenko@student.org,1984,12,1,EIN-35,67.5,38(050)39-27-142
Артем,Петренко,artem.petrenko@student.org,1980,4,3,WYK-90,7.45,38(097)52-65-305
Марія,Цимбал,mariya.tsymbal@student.org,1996,5,2,TLU-87,64.98,38(099)94-86-930
Олеся,Авраменко,olesya.avramenko@student.org,1963,12,24,EGK-32,99.91,38(098)41-17-110
Остап,Руденко,ostap.rudenko@student.org,1956,12,21,QVH-94,56.42,38(097)94-33-111
Дмитро,Руденко,dmytro.rudenko@student.org,1980,4,13,IAJ-70,11.37,38(098)70-39-202
Галина,Авраменко,halyna.avramenko@student.org,1967,11,5,CZT-77,35.93,38(097)43-41-380
Анна,Стельмах,anna.stelmakh@student.org,1988,10,24,IJH-38,39.28,38(050)22-36-142
Андрій,Лебедь,andriy.lebed1@student.org,1976,7,9,UAU-76,97.56,38(066)63-38-878
Іван,Рибак,ivan.rybak@student.org,1993,3,21,OMM-27,86.64,38(068)23-42-319
Людмила,Новік,lyudmyla.novik@student.org,1955,2,17,AKZ-49,37.49,38(098)54-12-211
Павло,Цимбал,pavlo.tsymbal@student.org,1977,7,30,WSY-69,41.08,38(098)52-37-848
Ярослав,Поліщук,yaroslav.polishchuk@student.org,1973,2,22,CCY-53,20.25,38(095)26-13-227
Світлана,Савченко,svitlana.savchenko@student.org,1956,9,15,KPN-91,37.4,38(073)72-23-749
Олеся,Коваленко,olesya.kovalenko@student.org,2010,7,9,ZVA-10,61.0,38(073)90-71-569
Віталій,Василенко,vitaliy.vasylenko@student.org,1977,12,16,MFS-33,75.48,38(095)87-34-253
Алла,Новік,alla.novik@student.org,1982,12,20,REF-72,68.77,38(067)69-68-159
Ігор,Руденко,ihor.rudenko@student.org,2008,3,26,BFB-61,56.54,38(098)19-90-627
Лілія,Никоненко,liliya.nykonenko@student.org,1996,9,25,FVK-51,58.49,38(096)78-87-253
Іван,Никоненко,ivan.nykonenko@student.org,1975,10,9,DUL-34,71.77,38(099)80-39-148
Іван,Литвин,ivan.lytvyn@student.org,2008,9,22,UXN-48,82.47,38(066)86-75-918
Дмитро,Костенко,dmytro.kostenko@student.org,2001,4,11,HEQ-64,49.71,38(068)83-94-442
Тарас,Іваненко,taras.ivanenko@student.org,1968,8,9,RBQ-29,36.98,38(067)22-14-268
Роман,Дорошенко,roman.doroshenko1@student.org,1971,6,10,ZKM-78,55.07,38(050)94-59-836
Людмила,Дорошенко,lyudmyla.doroshenko@student.org,1969,4,12,OYN-14,33.48,38(050)74-18-272
Григорій,Захарченко,hryhoriy.zakharchenko@student.org,1951,7,22,WDM-93,77.41,38(066)48-57-896
Ганна,Савченко,hanna.savchenko@student.org,1962,6,4,FYE-57,98.86,38(099)54-64-281
Денис,Ткаченко,denys.tkachenko@student.org,1953,9,11,QMR-88,49.62,38(073)60-71-102
Катерина,Гайдук,kateryna.hayduk@student.org,1990,10,19,APE-99,91.75,38(066)64-21-876
Любов,Гладко,lyubov.hladko@student.org,1997,10,25,WDW-53,25.79,38(093)30-24-812
Вікторія,Поліщук,viktoriya.polishchuk@student.org,1987,3,13,GQT-79,95.18,38(067)78-77-430
Віктор,Литвин,viktor.lytvyn@student.org,1964,11,29,IVI-74,85.67,38(096)35-23-754
Оксана,Стельмах,oksana.stelmakh1@student.org,2008,4,7,RIG-89,16.57,38(097)13-89-288
Світлана,Дорошенко,svitlana.doroshenko@student.org,1965,6,26,EEZ-62,23.68,38(066)69-32-865
Петро,Стельмах,petro.stelmakh1@student.org,1958,1,25,UMH-63,59.06,38(096)84-98-204
Ігор,Цимбал,ihor.tsymbal@student.org,2000,3,28,TCQ-17,89.76,38(066)84-14-465
Любов,Макаренко,lyubov.makarenko@student.org,1964,4,24,SLR-72,98.37,38(050)82-22-260
Євгенія,Дорошенко,yevheniya.doroshenko1@student.org,2001,5,27,RRU-45,41.22,38(066)69-46-651
Олена,Зайцев,olena.zaytsev@student.org,2000,2,18,WOU-49,4.04,38(099)27-69-820
Галина,Шевчук,halyna.shevchuk@student.org,2004,5,6,ILJ-46,52.83,38(093)51-42-226
Олена,Зайцев,olena.zaytsev1@student.org,1985,4,21,EHZ-91,48.49,38(068)33-68-212
Павло,Ткаченко,pavlo.tkachenko@student.org,1967,9,6,VOY-11,73.78,38(099)41-48-406
Сергій,Козлов,serhiy.kozlov@student.org,2006,5,7,DUG-21,55.52,38(095)66-89-895
Євгенія,Петренко,yevheniya.petrenko@student.org,2003,5,4,QQX-87,44.48,38(066)48-14-361
Сергій,Гончаренко,serhiy.honcharenko@student.org,1960,3,18,HAM-20,83.06,38(099)97-93-516
Костянтин,Панченко,kostyantyn.panchenko@student.org,1952,6,26,QDP-86,21.78,38(098)20-24-735
Анна,Король,anna.korol@student.org,1995,8,1,TPS-12,24.51,38(096)65-25-112
Анна,Гладко,anna.hladko@student.org,2000,6,18,JNG-93,45.64,38(097)58-42-297
Артем,Кравченко,artem.kravchenko@student.org,1956,12,7,IHM-97,39.46,38(066)60-12-584
Олександр,Ковальчук,oleksandr.kovalchuk@student.org,1996,12,27,NDB-33,27.37,38(066)28-49-399
Ярослав,Петренко,yaroslav.petrenko@student.org,1960,3,18,OCB-38,4.79,38(097)12-22-237
Юлія,Литвин,yuliya.lytvyn1@student.org,1969,1,30,LSV-57,35.51,38(097)11-66-534
Олеся,Левченко,olesya.levchenko@student.org,1997,3,18,DCZ-35,70.17,38(093)72-32-121
Вера,Шаповал,vera.shapoval1@student.org,1976,9,14,MFE-90,37.29,38(068)39-20-533
Надія,Шевченко,nadiya.shevchenko@student.org,1989,5,3,UKE-75,42.2,38(093)59-30-191
Алла,Шевчук,alla.shevchuk1@student.org,1975,1,2,PDP-47,0.71,38(098)87-64-106
Артем,Гайдук,artem.hayduk@student.org,1987,7,2,TMK-79,96.35,38(050)33-20-280
Марія,Гончаренко,mariya.honcharenko@student.org,1999,7,24,GLS-59,30.92,38(096)84-26-844
Раїса,Савченко,rayisa.savchenko@student.org,1994,4,24,LFM-68,47.76,38(098)88-72-890
Раїса,Стельмах,rayisa.stelmakh@student.org,1973,7,10,QQI-98,84.61,38(099)42-28-179
Ірина,Кравченко,iryna.kravchenko@student.org,1973,10,3,AQO-20,23.72,38(096)45-40-830
Ганна,Панченко,hanna.panchenko@student.org,1992,3,9,EZK-31,1.67,38(067)24-41-479
Роман,Коваль,roman.koval1@student.org,1992,1,26,QDV-28,53.71,38(068)74-79-831
Остап,Литвин,ostap.lytvyn@student.org,1968,1,31,WIC-44,74.08,38(068)93-66-463
Віталій,Стельмах,vitaliy.stelmakh@student.org,2007,8,29,UKC-88,64.5,38(067)81-56-487
Любов,Гриценко,lyubov.hrytsenko@student.org,1963,9,27,QVO-64,95.81,38(097)89-23-944
Інна,Шаповал,inna.shapoval@student.org,1994,7,20,VRJ-77,6.74,38(099)13-85-253
Вікторія,Шаповал,viktoriya.shapoval@student.org,1970,7,12,EKH-95,63.95,38(095)24-77-748
Тетяна,Шевченко,tetyana.shevchenko@student.org,1961,12,21,RFI-24,96.91,38(067)59-31-450
Дмитро,Шаповал,dmytro.shapoval@student.org,1952,7,8,FNY-72,16.67,38(050)62-64-599
Людмила,Рибак,lyudmyla.rybak@student.org,1988,12,23,RCC-22,77.05,38(099)25-96-360
Надія,Коваленко,nadiya.kovalenko@student.org,1971,8,12,NHX-85,0.85,38(068)91-39-757
Інна,Шевченко,inna.shevchenko@student.org,2009,4,1,TER-76,19.97,38(067)23-42-354
Вера,Петренко,vera.petrenko@student.org,1956,1,10,WWU-13,7.05,38(066)52-79-718
Тетяна,Кравченко,tetyana.kravchenko@student.org,1987,4,4,HXP-30,13.2,38(093)51-88-967
Юлія,Цимбал,yuliya.tsymbal@student.org,1975,8,10,BRN-71,73.51,38(066)12-67-388
Раїса,Литвин,rayisa.lytvyn@student.org,1981,10,27,GSC-64,55.4,38(096)91-40-120
Вера,Кравченко,vera.kravchenko@student.org,1989,9,16,SQW-75,60.74,38(073)74-90-463
Роман,Марченко,roman.marchenko@student.org,1985,2,2,FCY-33,88.48,38(097)36-18-610
Ігор,Дорошенко,ihor.doroshenko@student.org,1957,12,18,AKJ-64,63.16,38(067)89-26-930
Галина,Іваненко,halyna.ivanenko@student.org,1964,7,5,LBO-71,76.24,38(096)67-52-644
Наталія,Петренко,nataliya.petrenko@student.org,1995,1,22,SEA-19,35.15,38(063)89-23-895
Максим,Шаповал,maksym.shapoval@student.org,1980,2,10,VGF-50,34.59,38(067)30-55-141
Володимир,Павленко,volodymyr.pavlenko@student.org,1974,12,8,MCT-69,59.56,38(098)62-90-261
Василь,Кузьменко,vasyl.kuzmenko@student.org,1969,4,2,NLU-30,22.06,38(096)96-88-391
Василь,Панченко,vasyl.panchenko@student.org,1995,6,10,XEU-77,98.33,38(073)89-82-422
Інна,Марченко,inna.marchenko@student.org,1984,6,28,MKE-54,67.38,38(067)80-97-847
Наталія,Петренко,nataliya.petrenko1@student.org,1999,10,8,HPC-77,97.29,38(096)82-58-464
Олеся,Шаповал,olesya.shapoval@student.org,2010,8,14,QMZ-96,87.41,38(067)40-38-891
Артем,Мельник,artem.melnyk1@student.org,1959,1,6,GKD-58,22.48,38(097)91-82-917
Артем,Романенко,artem.romanenko@student.org,1967,1,6,NNX-96,39.07,38(063)37-54-259
Максим,Король,maksym.korol@student.org,1952,5,30,BKI-52,73.79,38(093)30-80-697
Станіслав,Рибак,stanislav.rybak@student.org,1972,5,5,RGG-24,16.52,38(093)82-53-182
Вера,Савченко,vera.savchenko@student.org,1968,1,1,QWF-31,6.51,38(099)52-78-835
Дмитро,Литвин,dmytro.lytvyn3@student.org,1982,3,8,FZZ-61,94.12,38(068)96-31-369
Олександр,Литвин,oleksandr.lytvyn@student.org,2010,8,30,ZWS-20,38.49,38(097)36-84-248
Ганна,Шевчук,hanna.shevchuk@student.org,1983,8,2,XKQ-72,6.83,38(096)31-72-508
Михайло,Марченко,mykhaylo.marchenko@student.org,1990,5,18,ARH-17,9.98,38(068)24-17-118
Сергій,Демченко,serhiy.demchenko@student.org,1953,5,25,ZBI-49,42.73,38(098)94-75-449
Віталій,Кравченко,vitaliy.kravchenko@student.org,1952,10,18,QYH-96,64.99,38(097)77-35-316
Інна,Коваленко,inna.kovalenko@student.org,2001,4,15,MGZ-69,87.3,38(068)98-98-766
Любов,Марченко,lyubov.marchenko1@student.org,1967,10,11,VCU-53,89.9,38(068)96-49-994
Тетяна,Омельченко,tetyana.omelchenko@student.org,1954,6,1,FOZ-92,19.21,38(050)95-16-876
Алла,Коваль,alla.koval@student.org,1985,12,13,IVT-59,52.41,38(095)17-20-219
Вера,Кузьменко,vera.kuzmenko@student.org,2005,2,18,VHY-90,43.82,38(073)28-80-314
Марія,Марченко,mariya.marchenko@student.org,1963,10,13,GOA-66,49.68,38(067)45-12-883
Віталій,Ткаченко,vitaliy.tkachenko@student.org,1955,4,19,SOV-93,3.81,38(096)12-51-161
Роман,Білоус,roman.bilous1@student.org,1982,10,22,CTC-32,8.57,38(066)26-29-575
Олеся,Левченко,olesya.levchenko1@student.org,1987,7,23,KIQ-96,0.27,38(093)99-77-928
Ярослав,Цимбал,yaroslav.tsymbal@student.org,1962,3,15,DEP-23,88.52,38(099)32-56-934
Ярослав,Козлов,yaroslav.kozlov@student.org,2010,10,3,OCE-48,16.05,38(050)92-49-700
Богдан,Павленко,bohdan.pavlenko1@student.org,1986,9,4,LCW-17,21.44,38(063)51-83-201
Юлія,Гордієнко,yuliya.hordiyenko@student.org,2006,2,10,OZY-52,94.79,38(097)21-32-101
Вера,Никоненко,vera.nykonenko@student.org,1955,5,5,PDN-66,78.5,38(068)87-55-856
