m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Вера,Кравченко,vera.kravchenko1@student.org,1976,1,19,ZNS-99,55.33,38(073)14-12-471
Наталія,Зайцев,nataliya.zaytsev1@student.org,1971,3,8,OUM-69,4.28,38(099)72-69-281
Костянтин,Романенко,kostyantyn.romanenko@student.org,1996,1,4,AIY-82,48.59,38(095)83-84-361
Вікторія,Іваненко,viktoriya.ivanenko1@student.org,1990,2,12,POE-56,49.64,38(095)70-82-887
Іван,Авраменко,ivan.avramenko@student.org,1963,11,9,VZL-84,42.8,38(095)45-27-981
Тетяна,Василенко,tetyana.vasylenko@student.org,2007,4,3,THG-20,1.0,38(073)37-99-119
Максим,Шаповал,maksym.shapoval3@student.org,2005,5,6,HPX-46,81.92,38(066)65-70-354
Сергій,Макаренко,serhiy.makarenko1@student.org,2002,2,2,NDS-89,48.01,38(095)29-29-189
Анна,Шевченко,anna.shevchenko1@student.org,1956,1,27,YLD-54,56.84,38(067)90-44-698
Анна,Руденко,anna.rudenko1@student.org,1982,2,9,ZTH-14,21.8,38(073)30-12-215
Іван,Гордієнко,ivan.hordiyenko1@student.org,1988,10,27,IQY-14,83.04,38(066)57-51-739
Сергій,Іваненко,serhiy.ivanenko1@student.org,2004,7,29,QLQ-56,70.89,38(097)97-73-265
Алла,Лебедь,alla.lebed@student.org,1996,12,18,PQM-89,77.9,38(063)71-64-188
Надія,Новік,nadiya.novik3@student.org,1993,5,15,HFU-53,27.26,38(096)29-78-530
Ірина,Лисенко,iryna.lysenko@student.org,1965,12,7,YWM-96,52.68,38(063)32-67-320
Віталій,Романенко,vitaliy.romanenko2@student.org,2004,1,19,WXD-22,15.12,38(063)11-40-850
Сергій,Гончаренко,serhiy.honcharenko1@student.org,1963,7,10,XGK-58,47.27,38(095)22-73-255
Ірина,Романенко,iryna.romanenko@student.org,1968,10,12,NKU-85,60.44,38(099)66-66-979
Андрій,Макаренко,andriy.makarenko@student.org,2009,11,26,VUD-97,13.16,38(073)98-89-546
Анна,Савченко,anna.savchenko@student.org,1985,4,7,YEP-18,18.49,38(067)84-70-470
Інна,Козлов,inna.kozlov1@student.org,1963,5,16,CJT-93,19.98,38(099)62-87-859
Андрій,Демченко,andriy.demchenko1@student.org,1970,3,1,ONO-63,60.43,38(063)68-18-918
Надія,Петренко,nadiya.petrenko1@student.org,2009,9,6,TPG-62,99.11,38(099)32-83-442
Григорій,Дорошенко,hryhoriy.doroshenko@student.org,1955,1,11,OQW-75,20.38,38(098)92-85-826
Ярослав,Зайцев,yaroslav.zaytsev@student.org,1988,11,9,VFU-77,85.38,38(066)23-13-148
Артем,Поліщук,artem.polishchuk1@student.org,1965,9,13,AKZ-24,88.8,38(068)48-81-304
Артем,Панченко,artem.panchenko2@student.org,2003,3,14,RQG-63,61.51,38(067)70-65-848
Петро,Ковальчук,petro.kovalchuk@student.org,1970,5,16,FQN-67,7.23,38(098)87-24-856
Ірина,Панченко,iryna.panchenko1@student.org,1986,10,12,AAN-69,27.82,38(099)52-62-335
Артем,Мельник,artem.melnyk3@student.org,1965,1,26,EGE-98,55.07,38(068)68-61-481
Остап,Лисенко,ostap.lysenko1@student.org,1997,9,28,EFN-87,93.4,38(068)68-16-498
Олена,Руденко,olena.rudenko@student.org,1975,11,18,RZX-60,23.41,38(067)48-65-553
Роман,Лисенко,roman.lysenko1@student.org,1954,1,11,LNC-34,86.6,38(097)62-19-541
Тетяна,Стельмах,tetyana.stelmakh1@student.org,1954,9,21,UGR-52,27.62,38(067)71-97-575
Світлана,Іваненко,svitlana.ivanenko@student.org,1999,11,6,XES-13,12.9,38(067)36-38-378
Павло,Савченко,pavlo.savchenko1@student.org,1980,6,1,XWO-72,56.61,38(097)42-81-249
Костянтин,Литвин,kostyantyn.lytvyn@student.org,1978,9,1,GNN-28,15.7,38(093)20-25-101
Олеся,Савченко,olesya.savchenko3@student.org,2001,6,26,NJD-67,32.21,38(073)70-26-717
Алла,Кравченко,alla.kravchenko1@student.org,1973,12,25,XAP-70,25.16,38(050)32-35-657
Федір,Стельмах,fedir.stelmakh@student.org,1999,4,14,FWR-21,53.68,38(097)77-44-291
Катерина,Петренко,kateryna.petrenko1@student.org,1963,8,22,OVJ-46,15.79,38(099)38-31-986
Олександр,Савченко,oleksandr.savchenko1@student.org,1981,7,12,WWQ-97,11.6,38(099)63-83-499
Лариса,Цимбал,larysa.tsymbal@student.org,1950,12,12,MEE-93,10.44,38(067)82-24-524
Євгенія,Никоненко,yevheniya.nykonenko@student.org,1980,5,18,AUV-23,46.98,38(063)69-76-915
Вікторія,Кузьменко,viktoriya.kuzmenko@student.org,1972,8,17,VVC-95,31.29,38(097)66-93-758
Володимир,Гончаренко,volodymyr.honcharenko@student.org,1951,10,25,NCG-21,64.17,38(095)79-65-901
Анна,Гордієнко,anna.hordiyenko1@student.org,1971,3,17,UQW-56,36.75,38(066)14-32-796
Петро,Коваленко,petro.kovalenko@student.org,1961,1,15,POZ-58,65.01,38(097)14-79-607
Раїса,Зайцев,rayisa.zaytsev3@student.org,1959,8,10,OZJ-32,48.6,38(050)65-81-559
Олександр,Захарченко,oleksandr.zakharchenko1@student.org,1977,1,24,DMD-27,41.64,38(096)44-64-163
Анна,Гриценко,anna.hrytsenko3@student.org,1993,2,14,BYD-52,36.07,38(073)12-65-953
Євгенія,Гладко,yevheniya.hladko1@student.org,1969,11,16,UNT-85,48.66,38(050)55-44-875
Раїса,Панченко,rayisa.panchenko@student.org,1989,3,17,LKZ-76,7.0,38(098)94-42-676
Тетяна,Павленко,tetyana.pavlenko@student.org,1999,6,16,GKD-58,25.71,38(096)48-58-607
Ірина,Гладко,iryna.hladko@student.org,2009,4,2,ZLN-22,50.75,38(093)17-63-868
Валентина,Литвин,valentyna.lytvyn@student.org,1984,6,17,VZB-82,60.51,38(068)32-98-277
Любов,Омельченко,lyubov.omelchenko1@student.org,1950,5,4,IDW-98,55.86,38(096)81-24-724
Катерина,Лисенко,kateryna.lysenko1@student.org,2010,12,22,ONP-18,93.88,38(095)70-76-447
Володимир,Шаповал,volodymyr.shapoval@student.org,1959,3,7,EBW-43,41.65,38(050)40-99-160
Богдан,Бойко,bohdan.boyko@student.org,2004,8,28,BOW-15,71.66,38(097)37-65-254
Любов,Коваль,lyubov.koval@student.org,1964,12,23,ITI-56,39.55,38(096)26-75-525
Станіслав,Марченко,stanislav.marchenko1@student.org,2007,8,30,KTO-68,36.12,38(098)41-75-114
Ярослав,Марченко,yaroslav.marchenko@student.org,1988,7,3,ZME-55,33.96,38(097)88-19-749
Вікторія,Скрипка,viktoriya.skrypka@student.org,1971,8,14,GII-95,96.0,38(050)88-61-981
Ігор,Новік,ihor.novik3@student.org,1986,12,23,QYH-96,8.95,38(066)38-18-924
Павло,Козлов,pavlo.kozlov1@student.org,1980,10,4,DKM-25,82.87,38(097)13-36-732
Марія,Ткаченко,mariya.tkachenko@student.org,1979,6,1,ZLF-89,96.77,38(073)12-49-567
Павло,Шевченко,pavlo.shevchenko@student.org,1962,11,10,QST-29,33.88,38(050)60-67-248
Любов,Шевчук,lyubov.shevchuk3@student.org,1994,8,16,VJH-55,87.13,38(066)53-81-560
Остап,Ковальчук,ostap.kovalchuk2@student.org,1964,11,11,UUV-28,25.46,38(073)49-91-458
Тетяна,Король,tetyana.korol1@student.org,1962,3,20,RLD-72,78.46,38(098)25-28-147
Людмила,Савченко,lyudmyla.savchenko1@student.org,1969,8,14,PWJ-53,37.53,38(096)90-35-567
Олеся,Гладко,olesya.hladko1@student.org,1999,2,13,AEC-17,33.5,38(063)78-19-317
Наталія,Гончаренко,nataliya.honcharenko@student.org,1971,8,25,XDG-74,58.01,38(063)15-17-651
Світлана,Новік,svitlana.novik@student.org,2009,5,16,VDI-56,55.35,38(097)13-19-742
Сергій,Никоненко,serhiy.nykonenko@student.org,1955,10,18,CSL-69,25.71,38(097)15-90-723
Оксана,Захарченко,oksana.zakharchenko1@student.org,2007,6,5,TWM-33,55.82,38(096)73-53-864
Остап,Бойко,ostap.boyko@student.org,1983,8,26,DLP-60,26.87,38(063)29-51-258
Вера,Марченко,vera.marchenko@student.org,1980,12,11,TME-57,10.57,38(073)46-38-339
Василь,Панченко,vasyl.panchenko1@student.org,1995,7,30,GGK-48,22.89,38(099)70-23-416
Дмитро,Лисенко,dmytro.lysenko@student.org,1950,7,5,RHD-24,72.89,38(063)13-30-772
Богдан,Никоненко,bohdan.nykonenko@student.org,1985,8,23,LQG-43,25.28,38(073)10-77-423
Катерина,Демченко,kateryna.demchenko2@student.org,2005,10,2,HDF-13,63.39,38(099)91-92-938
Ганна,Цимбал,hanna.tsymbal2@student.org,1964,2,18,EVN-66,81.67,38(098)91-56-789
Станіслав,Левченко,stanislav.levchenko@student.org,2006,6,7,KWG-25,71.38,38(093)97-81-115
Олена,Шаповал,olena.shapoval@student.org,1951,6,10,ODW-23,16.41,38(095)21-61-751
Лілія,Панченко,liliya.panchenko2@student.org,1971,6,3,PKN-24,64.94,38(066)59-61-573
Богдан,Бойко,bohdan.boyko1@student.org,1963,2,2,MFD-36,66.4,38(068)77-68-645
Артем,Ткаченко,artem.tkachenko@student.org,1969,1,2,FER-19,89.14,38(050)43-53-282
Любов,Демченко,lyubov.demchenko@student.org,1955,5,24,IXH-86,31.56,38(099)64-14-389
Іван,Кравченко,ivan.kravchenko1@student.org,1973,4,27,AER-27,8.11,38(066)73-85-182
Тетяна,Мельник,tetyana.melnyk1@student.org,2000,11,10,IIH-32,86.98,38(099)73-97-550
Петро,Ковальчук,petro.kovalchuk1@student.org,2010,3,8,AQP-93,97.49,38(098)70-60-302
Вікторія,Король,viktoriya.korol1@student.org,2010,8,30,GHD-61,5.57,38(099)56-36-833
Олена,Шевченко,olena.shevchenko2@student.org,2009,2,24,PGW-71,4.02,38(066)41-76-358
Богдан,Никоненко,bohdan.nykonenko1@student.org,1958,3,12,EAJ-77,40.04,38(073)80-48-143
Володимир,Гайдук,volodymyr.hayduk1@student.org,1989,3,7,BUD-55,50.89,38(068)93-25-823
Світлана,Ковальчук,svitlana.kovalchuk@student.org,1999,6,24,LJP-88,51.17,38(099)16-49-957
Василь,Коваль,vasyl.koval@student.org,1983,3,27,RSM-38,91.89,38(063)84-68-585
Василь,Демченко,vasyl.demchenko1@student.org,1953,11,12,BMX-26,2.91,38(050)60-16-520
Надія,Марченко,nadiya.marchenko@student.org,1961,7,26,HZY-67,38.61,38(068)39-47-554
Анна,Гриценко,anna.hrytsenko4@student.org,1973,11,25,KPI-64,9.19,38(063)60-51-399
Олена,Демченко,olena.demchenko1@student.org,2007,9,2,YPQ-73,4.07,38(099)87-58-943
Вера,Шевченко,vera.shevchenko2@student.org,1979,5,9,KHG-38,70.64,38(093)44-20-277
Артем,Марченко,artem.marchenko1@student.org,1964,12,23,RJV-55,5.39,38(050)96-21-425
Павло,Гладко,pavlo.hladko@student.org,2001,8,22,IJH-38,91.4,38(073)82-74-772
Оксана,Скрипка,oksana.skrypka@student.org,1975,11,4,LGW-60,32.28,38(096)60-73-199
Андрій,Коваленко,andriy.kovalenko2@student.org,2009,2,9,KPH-28,70.1,38(073)93-67-809
Остап,Стельмах,ostap.stelmakh1@student.org,1992,12,22,XZC-42,65.58,38(093)50-68-201
Ігор,Білоус,ihor.bilous@student.org,1959,4,13,RAD-85,82.12,38(073)25-24-749
Надія,Захарченко,nadiya.zakharchenko@student.org,1974,7,4,WXM-72,88.24,38(097)42-92-693
Денис,Рибак,denys.rybak@student.org,1962,8,14,PRU-74,89.98,38(068)32-40-379
Оксана,Шевченко,oksana.shevchenko2@student.org,1986,7,4,QCL-13,95.65,38(098)80-98-256
Роман,Костенко,roman.kostenko2@student.org,1974,1,14,ZYM-17,15.87,38(066)75-69-393
Людмила,Стельмах,lyudmyla.stelmakh@student.org,1982,7,20,VZB-82,17.59,38(073)96-14-441
Лариса,Ковальчук,larysa.kovalchuk@student.org,1965,2,11,UPJ-49,18.55,38(063)74-76-228
Олександр,Шевчук,oleksandr.shevchuk@student.org,1979,7,30,WVG-55,95.85,38(097)73-61-699
Олена,Коваль,olena.koval1@student.org,1979,12,24,JSH-11,51.55,38(096)92-57-711
Любов,Руденко,lyubov.rudenko@student.org,1994,9,18,USV-31,88.81,38(098)34-77-691
Василь,Білоус,vasyl.bilous1@student.org,1989,11,24,RHT-51,99.02,38(073)44-17-608
Богдан,Дорошенко,bohdan.doroshenko@student.org,1965,10,7,VJA-95,44.5,38(073)48-95-660
Іван,Павленко,ivan.pavlenko@student.org,2005,5,13,XCF-76,48.36,38(095)65-63-667
Віктор,Макаренко,viktor.makarenko3@student.org,2001,1,11,VBS-83,2.66,38(098)40-13-943
Любов,Авраменко,lyubov.avramenko@student.org,1994,4,22,DVL-99,67.91,38(063)31-59-987
Віталій,Король,vitaliy.korol@student.org,1996,8,23,OYU-86,19.4,38(066)86-52-263
Павло,Панченко,pavlo.panchenko1@student.org,1979,5,19,PPK-58,79.54,38(050)54-73-173
Галина,Ткаченко,halyna.tkachenko1@student.org,2000,7,27,KIB-26,53.61,38(097)76-86-147
Станіслав,Зайцев,stanislav.zaytsev1@student.org,1987,6,30,HNA-90,91.76,38(095)67-21-194
Богдан,Левченко,bohdan.levchenko1@student.org,1971,9,1,OLK-19,85.42,38(050)55-21-103
Федір,Скрипка,fedir.skrypka1@student.org,1992,9,24,KPI-76,78.84,38(093)72-40-108
Лариса,Левченко,larysa.levchenko@student.org,1992,11,1,GGI-76,4.55,38(095)89-59-784
Ярослав,Литвин,yaroslav.lytvyn1@student.org,1965,5,10,TPG-62,55.77,38(050)76-37-632
Анна,Левченко,anna.levchenko@student.org,1971,11,8,OUB-68,45.34,38(050)86-74-299
Денис,Шевчук,denys.shevchuk1@student.org,1991,6,6,BOO-93,59.8,38(050)26-76-786
Галина,Ткаченко,halyna.tkachenko2@student.org,1950,12,5,RTX-70,2.58,38(068)85-60-731
Євгенія,Гриценко,yevheniya.hrytsenko1@student.org,1976,2,16,FVK-51,80.1,38(098)87-28-848
Станіслав,Макаренко,stanislav.makarenko1@student.org,1971,7,19,CBK-98,60.09,38(095)39-13-568
Вікторія,Король,viktoriya.korol2@student.org,1961,6,17,WLD-29,70.48,38(067)22-85-190
Тетяна,Левченко,tetyana.levchenko@student.org,2002,7,3,HLN-95,48.09,38(068)14-32-818
Людмила,Новік,lyudmyla.novik2@student.org,1993,3,17,RWB-34,92.37,38(067)86-14-637
Олена,Гончаренко,olena.honcharenko@student.org,1953,7,14,QGS-78,30.03,38(063)28-56-225
Роман,Бойко,roman.boyko2@student.org,1992,5,10,OQW-75,84.75,38(097)40-92-892
Раїса,Захарченко,rayisa.zakharchenko@student.org,1989,5,1,MMS-77,25.98,38(097)60-47-279
Денис,Поліщук,denys.polishchuk3@student.org,1984,6,2,PRU-74,61.78,38(050)51-49-741
Олена,Ткаченко,olena.tkachenko@student.org,1970,7,12,TCE-54,60.9,38(068)30-53-220
Лариса,Новік,larysa.novik@student.org,1958,11,4,BPF-99,3.28,38(097)40-81-635
Василь,Панченко,vasyl.panchenko2@student.org,1961,11,6,OKK-10,16.16,38(073)99-27-188
Олеся,Ткаченко,olesya.tkachenko1@student.org,1972,9,1,ZDY-54,41.32,38(099)61-56-674
Костянтин,Ткаченко,kostyantyn.tkachenko2@student.org,1986,2,15,EXP-55,7.01,38(067)24-34-809
Дмитро,Коваленко,dmytro.kovalenko1@student.org,1995,3,24,TJA-39,96.53,38(066)37-78-269
Ігор,Гладко,ihor.hladko1@student.org,1973,10,9,NJS-63,44.74,38(073)60-89-643
Станіслав,Василенко,stanislav.vasylenko2@student.org,1999,11,22,CUP-62,49.33,38(095)93-40-460
Оксана,Іваненко,oksana.ivanenko@student.org,1997,7,30,QRT-14,20.66,38(067)49-55-670
Наталія,Никоненко,nataliya.nykonenko@student.org,1960,7,6,EEZ-95,95.36,38(066)24-12-723
Лариса,Никоненко,larysa.nykonenko1@student.org,1959,2,8,SFL-28,34.02,38(096)47-97-466
Богдан,Ковальчук,bohdan.kovalchuk1@student.org,1971,10,6,THS-70,48.66,38(067)24-25-855
Валентина,Король,valentyna.korol@student.org,1954,4,16,QVO-64,30.24,38(050)73-81-910
Григорій,Гайдук,hryhoriy.hayduk2@student.org,1972,10,22,VKZ-69,73.02,38(050)46-91-736
Оксана,Костенко,oksana.kostenko1@student.org,1951,11,7,VRJ-77,10.86,38(050)27-53-920
Раїса,Коваль,rayisa.koval@student.org,2004,9,6,LOF-96,95.22,38(093)78-55-456
Тарас,Гладко,taras.hladko1@student.org,1973,8,16,XEU-77,77.29,38(095)85-57-140
Юрій,Марченко,yuriy.marchenko@student.org,2009,5,10,HTX-45,18.14,38(093)95-46-595
Олена,Дорошенко,olena.doroshenko2@student.org,2003,12,8,DKO-94,66.98,38(097)76-42-463
Ганна,Василенко,hanna.vasylenko@student.org,1972,12,29,UOK-28,69.05,38(098)17-70-481
Євгенія,Кравченко,yevheniya.kravchenko2@student.org,1982,1,22,RFV-22,59.3,38(073)91-99-176
Федір,Костенко,fedir.kostenko@student.org,1983,3,26,CAA-51,11.96,38(050)97-52-150
Петро,Лисенко,petro.lysenko@student.org,1956,7,24,QLQ-56,33.63,38(093)66-12-104
Віталій,Шевченко,vitaliy.shevchenko1@student.org,1980,10,16,RDJ-77,94.48,38(098)28-45-990
Олена,Гладко,olena.hladko1@student.org,1998,7,27,IQA-60,43.87,38(093)60-39-212
Олена,Дорошенко,olena.doroshenko3@student.org,2001,1,23,TTW-81,68.85,38(098)35-47-365
Тетяна,Шевчук,tetyana.shevchuk@student.org,1986,11,27,UAU-47,7.38,38(067)90-19-230
Раїса,Рибак,rayisa.rybak1@student.org,1972,2,25,EII-42,81.98,38(068)54-43-979
Вера,Новік,vera.novik1@student.org,1951,11,23,EDM-79,74.33,38(066)27-60-341
Оксана,Гончаренко,oksana.honcharenko1@student.org,1971,11,3,AYK-48,71.48,38(093)16-67-615
Вікторія,Василенко,viktoriya.vasylenko1@student.org,1980,10,13,GPA-50,94.97,38(093)34-69-656
Валентина,Захарченко,valentyna.zakharchenko@student.org,1971,8,8,AKQ-58,10.12,38(099)48-18-793
Денис,Павленко,denys.pavlenko@student.org,2008,3,6,IJI-69,37.25,38(068)61-81-567
Сергій,Кузьменко,serhiy.kuzmenko2@student.org,1969,4,6,JJZ-86,77.8,38(068)84-19-402
Михайло,Рибак,mykhaylo.rybak2@student.org,1982,5,14,NPM-28,40.89,38(066)62-63-536
Юрій,Рибак,yuriy.rybak@student.org,1954,4,1,PNA-16,55.72,38(067)22-65-801
Юрій,Левченко,yuriy.levchenko@student.org,1970,8,18,SEV-24,9.79,38(097)36-80-253
Лілія,Лебедь,liliya.lebed2@student.org,1958,9,7,NCB-15,72.57,38(096)74-47-840
Михайло,Лисенко,mykhaylo.lysenko1@student.org,2008,2,19,NVX-90,63.3,38(050)27-67-394
Іван,Стельмах,ivan.stelmakh@student.org,2006,11,13,ATD-76,63.08,38(097)99-84-928
Іван,Руденко,ivan.rudenko1@student.org,1966,10,9,EEZ-95,54.77,38(067)75-11-280
Юлія,Гончаренко,yuliya.honcharenko@student.org,1991,6,1,HMS-89,12.72,38(095)43-60-487
Лілія,Поліщук,liliya.polishchuk1@student.org,2003,7,24,JCU-94,8.42,38(097)85-12-885
Анна,Гончаренко,anna.honcharenko@student.org,2002,8,13,LYL-61,14.82,38(096)33-70-729
Андрій,Ткаченко,andriy.tkachenko@student.org,1950,10,17,OQI-72,18.06,38(097)71-64-924
Юрій,Руденко,yuriy.rudenko2@student.org,1991,12,15,UVR-69,75.0,38(097)93-42-699
Валентина,Авраменко,valentyna.avramenko@student.org,1971,8,29,LSV-57,87.42,38(097)48-76-408
Артем,Коваль,artem.koval3@student.org,1961,8,3,ZRH-24,53.03,38(095)90-70-783
Федір,Стельмах,fedir.stelmakh1@student.org,1963,9,21,UUO-24,23.3,38(068)72-66-287
Валентина,Рибак,valentyna.rybak1@student.org,1972,9,9,IPH-66,52.77,38(097)98-91-573
Іван,Шевченко,ivan.shevchenko@student.org,1978,5,25,FRL-14,47.97,38(050)13-46-702
Ірина,Михайленко,iryna.mykhaylenko2@student.org,2003,6,2,XZL-79,98.7,38(073)51-15-894
Віктор,Дорошенко,viktor.doroshenko1@student.org,1960,1,2,OKG-48,24.43,38(073)61-72-109
Галина,Поліщук,halyna.polishchuk@student.org,1952,9,11,VVX-28,27.85,38(095)33-54-517
Віталій,Панченко,vitaliy.panchenko1@student.org,1989,10,19,NXW-63,94.35,38(063)60-60-427
Богдан,Гайдук,bohdan.hayduk3@student.org,1986,2,3,NCX-34,29.0,38(050)23-99-299
Станіслав,Мельник,stanislav.melnyk@student.org,1960,1,27,TJU-62,32.62,38(068)40-52-933
Галина,Король,halyna.korol@student.org,1969,6,1,IEP-22,20.9,38(097)61-72-886
Катерина,Рибак,kateryna.rybak@student.org,1988,1,23,QKC-73,20.64,38(095)42-87-106
Богдан,Костенко,bohdan.kostenko3@student.org,2006,9,14,BUD-55,48.89,38(068)82-20-157
Іван,Гриценко,ivan.hrytsenko1@student.org,1950,5,22,UFD-99,26.57,38(098)40-63-487
Любов,Новік,lyubov.novik3@student.org,1977,8,3,TJA-39,34.5,38(093)51-17-582
Любов,Костенко,lyubov.kostenko@student.org,1981,3,17,XIJ-37,53.34,38(093)98-22-846
Остап,Демченко,ostap.demchenko1@student.org,1975,3,23,JML-96,87.84,38(050)39-79-317
Володимир,Шевченко,volodymyr.shevchenko1@student.org,1955,7,18,YWM-60,66.26,38(097)53-19-553
Юлія,Гриценко,yuliya.hrytsenko1@student.org,2003,5,10,OFO-14,93.7,38(067)74-18-234
Андрій,Коваль,andriy.koval1@student.org,1980,11,24,OUW-61,34.31,38(098)69-77-137
Василь,Білоус,vasyl.bilous2@student.org,1971,3,12,KGT-17,46.32,38(063)46-21-499
Лариса,Ковальчук,larysa.kovalchuk1@student.org,1998,12,14,QXG-69,3.04,38(099)81-60-744
Богдан,Козлов,bohdan.kozlov@student.org,1984,6,21,ZWL-22,48.87,38(050)84-60-506
Євгенія,Савченко,yevheniya.savchenko@student.org,1999,6,16,PTJ-45,80.29,38(068)38-18-551
Андрій,Білоус,andriy.bilous2@student.org,1991,2,2,XLT-28,3.49,38(068)78-76-750
Раїса,Зайцев,rayisa.zaytsev4@student.org,1976,7,24,FBC-33,19.68,38(050)81-17-276
Денис,Гайдук,denys.hayduk1@student.org,1999,12,23,HNW-85,79.11,38(097)77-63-609
Віталій,Шаповал,vitaliy.shapoval@student.org,1955,7,20,BFQ-81,48.15,38(063)89-24-813
Роман,Коваль,roman.koval5@student.org,1987,3,31,DSA-40,57.46,38(073)48-44-767
Олена,Панченко,olena.panchenko1@student.org,1998,10,13,UZX-22,66.08,38(096)48-58-907
Сергій,Левченко,serhiy.levchenko@student.org,1965,9,18,MJW-41,12.46,38(066)46-32-263
Ярослав,Гриценко,yaroslav.hrytsenko1@student.org,1977,7,29,WIZ-29,52.91,38(050)52-43-869
Лілія,Гриценко,liliya.hrytsenko1@student.org,1992,5,28,NKL-59,69.01,38(098)33-28-984
Григорій,Макаренко,hryhoriy.makarenko@student.org,1965,2,3,NRP-52,18.48,38(096)80-99-900
Іван,Гайдук,ivan.hayduk1@student.org,1961,4,9,ZIZ-17,97.19,38(050)57-65-466
Світлана,Шаповал,svitlana.shapoval@student.org,1976,2,8,WTU-82,79.78,38(099)93-15-285
Михайло,Цимбал,mykhaylo.tsymbal1@student.org,1955,1,18,NOO-51,42.75,38(063)10-72-793
Галина,Коваленко,halyna.kovalenko1@student.org,1972,12,17,LPR-28,73.7,38(066)11-46-656
Юлія,Рибак,yuliya.rybak2@student.org,1999,10,5,UDA-50,69.54,38(050)94-66-898
Олександр,Панченко,oleksandr.panchenko@student.org,1950,6,5,HEJ-69,45.41,38(063)48-98-286
Лілія,Коваль,liliya.koval@student.org,1998,12,10,BXM-85,58.24,38(068)25-50-277
Костянтин,Кравченко,kostyantyn.kravchenko@student.org,1982,10,15,IQT-57,53.55,38(063)87-77-942
Людмила,Іваненко,lyudmyla.ivanenko1@student.org,1994,4,11,ONO-63,15.69,38(097)56-78-576
Валентина,Захарченко,valentyna.zakharchenko1@student.org,1997,1,14,AKF-35,62.94,38(073)51-34-356
Костянтин,Панченко,kostyantyn.panchenko1@student.org,1955,11,22,FFP-58,94.68,38(096)93-35-968
Раїса,Гриценко,rayisa.hrytsenko@student.org,1961,10,6,INT-63,52.02,38(098)92-33-718
Інна,Макаренко,inna.makarenko2@student.org,1987,11,6,AKQ-58,66.42,38(068)80-27-829
Роман,Король,roman.korol2@student.org,1978,4,24,LXH-37,84.85,38(097)59-77-665
Денис,Панченко,denys.panchenko@student.org,2001,6,27,LGL-28,91.98,38(098)73-91-871
Наталія,Кравченко,nataliya.kravchenko@student.org,1960,6,27,TCQ-17,0.85,38(066)79-81-445
Денис,Кузьменко,denys.kuzmenko1@student.org,1985,3,14,XYA-14,51.29,38(099)73-67-718
Дмитро,Іваненко,dmytro.ivanenko@student.org,1975,6,25,UER-90,33.99,38(099)38-16-899
Дмитро,Омельченко,dmytro.omelchenko@student.org,1998,10,2,AER-27,29.67,38(050)47-65-931
Валентина,Бойко,valentyna.boyko3@student.org,1974,12,10,FHC-26,3.78,38(050)58-34-348
Марія,Ковальчук,mariya.kovalchuk1@student.org,1984,7,3,TBF-76,69.0,38(073)51-96-672
Галина,Павленко,halyna.pavlenko2@student.org,2006,6,8,ADY-59,52.3,38(068)28-25-184
Станіслав,Марченко,stanislav.marchenko2@student.org,1991,2,27,VOF-54,29.08,38(095)98-21-403
Денис,Король,denys.korol@student.org,1998,10,1,GSQ-95,18.34,38(097)53-32-944
Раїса,Шевченко,rayisa.shevchenko2@student.org,1997,1,20,MBC-12,82.48,38(073)22-65-493
Володимир,Дорошенко,volodymyr.doroshenko1@student.org,1970,8,6,RVW-54,81.77,38(095)30-86-674
Михайло,Скрипка,mykhaylo.skrypka@student.org,1986,6,17,GWY-95,18.1,38(097)71-69-972
Алла,Кузьменко,alla.kuzmenko1@student.org,1997,1,1,DRS-37,22.18,38(095)54-64-750
Вера,Петренко,vera.petrenko1@student.org,1975,12,29,VST-46,51.57,38(066)16-90-613
Павло,Ткаченко,pavlo.tkachenko3@student.org,1967,1,25,TYM-75,56.34,38(099)10-28-231
Любов,Іваненко,lyubov.ivanenko@student.org,1993,8,13,MDB-13,46.3,38(050)53-77-967
Денис,Литвин,denys.lytvyn1@student.org,2004,9,4,EGQ-67,10.3,38(098)46-37-623
Євгенія,Демченко,yevheniya.demchenko@student.org,2008,8,16,IRZ-38,49.88,38(095)28-67-285
Остап,Стельмах,ostap.stelmakh2@student.org,1960,12,4,TEN-97,67.01,38(096)95-12-733
Остап,Король,ostap.korol1@student.org,2008,4,7,NXW-63,95.06,38(050)34-95-816
Любов,Литвин,lyubov.lytvyn1@student.org,2001,5,20,ZFK-10,55.28,38(095)78-18-393
Анна,Стельмах,anna.stelmakh1@student.org,1950,3,16,IHP-68,4.24,38(073)18-74-303
Юлія,Руденко,yuliya.rudenko2@student.org,2007,1,13,DEB-43,85.32,38(096)43-39-138
Богдан,Руденко,bohdan.rudenko@student.org,1963,9,28,MRE-16,30.81,38(066)70-90-669
Раїса,Скрипка,rayisa.skrypka@student.org,1991,12,1,EPF-74,4.82,38(063)91-33-432
Роман,Стельмах,roman.stelmakh1@student.org,2004,9,15,IRZ-78,29.76,38(066)77-88-988
Ганна,Шевчук,hanna.shevchuk2@student.org,1979,7,7,GZB-82,66.77,38(096)46-58-774
Роман,Шевчук,roman.shevchuk1@student.org,1966,1,22,YUS-96,99.43,38(096)93-65-325
Віталій,Козлов,vitaliy.kozlov2@student.org,1962,11,3,CMA-76,62.68,38(097)53-63-771
